Name,key,Style,Style Key,Brewery,Description,ABV,Ave Rating,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty
Nut Brown AleSamuel Smith Old Brewery (Tadcaster),402,Brown Ale - English,11,Samuel Smith Old Brewery (Tadcaster),Notes:,5,4.1,15,25,11,55,5,25,77,18,0,40,42,2,136
Maduro Brown Ale,403,Brown Ale - English,11,Cigar City Brewing,"Notes:Formerly Maduro Oatmeal Brown AleMaduro is a Northern English-style Brown Ale with some American affectations. Higher in alcohol than the common English Brown Ale, the beer features flaked oats in the malt bill which imparts a silky body and works to mesh its roasted, toasted and chocolate components together. The end result is a remarkably full-flavored yet approachable Brown Ale that pairs well with mild to medium cigars.25 IBU	",5.5,3.94,15,25,12,87,5,54,73,7,0,16,27,13,157
Turbodog,404,Brown Ale - English,11,Abita Brewing Co.,"Notes:Turbodog is a dark brown ale brewed with Willamette hops and a combination of pale, crystal and chocolate malts. This combination gives Turbodog its rich body and color and a sweet chocolate toffee-like flavor. Turbodog began as a specialty ale but has gained a huge loyal following and has become one of our flagship brews.28 IBU	",5.6,3.68,15,25,10,53,5,49,75,8,0,20,34,11,118
Southern Pecan,405,Brown Ale - English,11,Lazy Magnolia Brewing Company,"Notes:Southern Pecan Nut Brown Ale is the first beer in the world, to our knowledge, made with whole roasted pecans. The pecans are used just like grain and provide a nutty characteristic and a delightful depth to the flavor profile. This beer is very lightly hopped to allow the malty, caramel, and nutty flavors shine through. The color is dark mahogany. Southern Pecan won a Bronze Medal in the 2006 World Beer Cup in the Specialty Beer category.19 IBU	",4.5,3.59,15,25,10,42,6,24,69,9,0,15,33,6,149
Fat Squirrel Ale,406,Brown Ale - English,11,New Glarus Brewing Company,Notes:,5.8,3.81,15,25,12,53,12,44,77,19,1,24,57,9,148
Cubano-Style Espresso Brown Ale,407,Brown Ale - English,11,Cigar City Brewing,"Notes:This rich brown ale is redolent with Cuban-style roasted espresso beans, sweet caramel and toffee and hints of dry nuttiness. Cuban Espresso is a popular drink in the Cigar City of Tampa owing to its many Sicilian and Cuban immigrants. The beans for Cubano-Style Espresso Brown Ale are roasted locally by Mazzaro's Italian Market and Deli in St. Petersburg to our exact specifications.25 IBU	",5.5,4.13,15,25,18,87,6,76,71,8,0,2,21,19,186
Hexnut,408,Brown Ale - English,11,Goose Island Beer Co.,"Notes:Chocolate color, honey and tobacco aromas, nutty flavor, medium body.	",5.5,3.77,15,25,7,60,6,34,66,5,0,8,33,6,149
Nut Brown Ale,409,Brown Ale - English,11,AleSmith Brewing Company,"Notes:Formerly known as Nautical Nut Brown Ale.AleSmith Nut Brown is a tribute to one of our favorite British styles. Deep mahogany in color, its rich, malt forward flavor profile balances notes of biscuit, mild cocoa and earthy hops. A creamy mouthfeel and full body enhances its drinkability, making Nut Brown an extremely sessionable, ale that embodies our commitment to quality.	",5,4,15,25,23,74,12,33,52,11,2,7,33,4,131
Downtown Brown,410,Brown Ale - English,11,Lost Coast Brewery and Cafe,Notes:,5,3.67,15,25,4,36,2,15,48,7,0,11,13,1,78
Winter Ale,411,Brown Ale - English,11,Weyerbacher Brewing Co.,"Notes:This beer is not spiced.	",5.6,3.47,15,25,14,38,9,23,70,11,0,23,16,22,86
Georgia Brown,412,Brown Ale - English,11,SweetWater Brewing Company,"Notes:The malt bill gives a subtle nutty & toasty flavors and the chocolate malt provides a rich cocoa flavor with aromas that range from roasted coffee to chocolate-covered dark fruits. The hops used provides excellent bitterness in relation to the chocolate notes of the malt. The flavor and aroma provide clean floral, fruity and herbal notes. A light dose of hops brings balance to all.	",5.1,3.6,15,25,10,66,3,57,80,9,0,12,53,2,138
Sticky Toffee Pudding,413,Brown Ale - English,11,Eagle Brewery,"Notes:Two of the things Britain is renowned for across the globe are traditional ale and puddings. Following the success of Wells Banana Bread Beer comes the latest addition to the exquisitely crafted Wells ales range – Wells Sticky Toffee Pudding Ale.Wells has been using age-old traditional brewing methods to perfect its ales since 1876 and Wells Sticky Toffee Pudding Ale is made to those same exacting standards. It is brewed with our own accredited Natural Mineral Water and the choicest English ingredients. As a result, it delivers all the satisfying, complex taste you’d expect from a true beer but with a unique, indulgent twist.Using traditional British desserts as our source of inspiration, we discovered that the natural, rich flavours of Sticky Toffee Pudding could be exquisitely combined with darker malts to create a truly distinctive ale. With toffee and caramel hints and rich fruit aromas, Sticky Toffee Pudding Ale is an intensely satisfying beer.	",5,3.47,15,25,8,39,3,30,78,6,0,15,26,6,140
Harvest,414,Brown Ale - English,11,Long Trail Brewing Co.,"Notes:The culmination of a long growing season, the autumn harvest comes once a year. We mark the end of summer with the release our seasonal brown ale, Harvest. Vermont maple syrup added during the brewing process yields a lasting sweetness on the palate that's guaranteed to warm your soul.Raise a glass and enjoy the spirit of the season. Pairs well with wood-splitting, leaf-raking and pumpkin carving.In celebration of the autumn harvest we’ve brewed this brown ale with locally harvested Vermont ingredients... a truly unique Taste of Vermont!13 IBU	",4.4,3.68,15,25,10,31,7,35,86,2,0,3,34,6,120
Boffo Brown Ale,415,Brown Ale - English,11,Dark Horse Brewing Company,"Notes:The Boffo Brown ale is a beer that we brewed years ago and then put it in semi retirement for a couple years while we focused on other brands at the brewery. We have recently put it back onto active duty and are brewing it all year. The beer itself is delicious and is a favorite to many of us here at the brewery. Just as most of our beers it's on the ""full body"" scale pushing the envelope of what an American Brown Ale is to most people. The beer is a very deep/dark color of brown with a nice creamy tan head. The mouthfeel of the beer is very soft and is very drinkable. Flavors of malt, caramel, toffee, and a mild earthy nutty finish allow this beer to be paired with hearty food and sips of bourbon.	",7,3.79,15,25,11,80,18,60,66,4,0,9,56,8,130
Oatmeal Raisin Cookie Brown Ale,416,Brown Ale - English,11,Cigar City Brewing,"Notes:The genesis of the beer you're holding in your hand was pretty simple. We asked ourselves, ""What if a beer tasted like an oatmeal raisin cookie?"" The answer to our rhetorical question was to add raisins, lactose and cinnamon to Maduro, our English-style Brown Ale, a beer that showcases flavors of caramel, toffee and chocolate. The combination of the base beer and the additional ingredients resulted in a beer that tastes like it was baked in Grandma's oven.25 IBU	",5.5,4.11,15,25,6,66,12,19,133,18,3,60,17,72,162
Rugged Trail Nut Brown Ale,417,Brown Ale - English,11,Tröegs Brewing Company,"Notes:Rugged Trail Nut Brown Ale is back on tap in our Tasting Room for a limited time. Originally released as “Nut Brown Ale,” Rugged Trail was eventually given a makeover and became one of our first year-round beers. Rugged Trail boasts a deep bronze hue, rocky head, and subtle hop aroma. Toasted Amber and Chocolate malts impart a rich nutty character and creamy texture, making Rugged Trail an obvious quaffing delight! 5.0% ABV and 33 IBU. 2014 Availability: draft and growler fills only.	",5,3.74,15,25,14,64,3,54,59,16,0,15,52,8,148
Black Toad Dark Ale,418,Brown Ale - English,11,Black Toad Brewing Co.,Notes:,5.3,3.66,15,25,8,48,7,57,50,5,1,7,47,1,114
Brown Ale,419,Brown Ale - English,11,Legend Brewing Co.,"Notes:Our most popular beer, Legend's is a full bodied version of a British Brown Ale. Expect a rich, malt-forward brew with a beautiful mahogany tone. Generous amounts of specialty malts bring flavors of sweet caramel, toasted nuts, coffee, and molasses, all perfectly balanced by a steady but cautious hop dryness. Fruity undertones provided by our house yeast strain bring the final flavor element to round out this world class ale.	",6,3.83,15,25,19,34,6,34,42,9,0,5,30,0,84
Brewhouse Brown Ale,420,Brown Ale - English,11,Real Ale Brewing Company,Notes:,5.4,3.59,15,25,20,72,14,50,78,7,0,9,32,7,133
The Brown Note,421,Brown Ale - English,11,Against The Grain Brewery & Smokehouse,"Notes:The brown ale to end all brown ales. Enjoy it, because there is no longer any reason to drink another. You’ve reached the pinnacle. A healthy blend of traditional British malts give this popular style a semi-sweet, biscuity, slightly roasted flavor. Oats thicken the mouthfeel, and a handful of specialty malts add complex chocolate, toffee, and caramel notes. The hops are mostly traditional, earthy British hops, but we cocked it up a bit with some Cascade late in the boil just to show those snooty Brits that we don’t approve of that Constitutional Monarchy crap.	",5,3.8,15,25,13,57,5,41,56,6,0,10,45,5,117
Nut Brown Ale,422,Brown Ale - English,11,Ithaca Beer Company,"Notes:The rich mahogany hue of the Nut Brown is the first thing you will notice. You’ll find subtle hints of both chocolate & coffee. We delicately blend chocolate & caramel malts with four others to make this flavorful, easy drinking beer. The malt character will appeal to those looking for a moderate dark ale, but the smoothness is what will surprise all.	",5.4,3.61,15,25,8,62,18,53,62,4,0,6,35,15,168
Pig's Ear Brown Ale,423,Brown Ale - English,11,Woodstock Inn Brewery,"Notes:Medium bodied with a balance of roasted and crystal malts creating a hearty nutty flavor. Medium bitterness with a slightly sweet finish.25 IBU	",4.3,3.58,15,25,12,55,12,46,66,13,0,10,53,4,130
Bar Harbor Real Ale,424,Brown Ale - English,11,Atlantic Brewing Company / Mainely Meat BBQ,"Notes:A good, clean nut brown ale with a malty body. This is our most popular ale due to its smooth and malty flavor. We use a mixture of pale, crystal and black malts in this one, and our primary hop is Target, though we also add some Whitbread Goldings Variation as well. The Real Ale is best fresh, so fresh in fact, that it's great right out of the bright tank.	",5.2,3.58,15,25,21,62,9,42,62,20,1,21,59,7,131
Chomolungma,425,Brown Ale - English,11,Jackie O's Pub & Brewery,Notes:,6.5,3.81,15,25,8,45,6,36,70,15,1,15,31,4,112
Nut Brown Ale,426,Brown Ale - English,11,Peak Organic Brewing Company,"Notes:Our Nut Brown Ale starts out very smooth, like an English-style Brown Ale. The use of Chocolate Malt, Munich Malt, and Hallartau Hops give this beer a crisp, nutty finish. Peak Nut Brown is a delectable beer loaded with complex, differentiated flavors that don’t overwhelm the palate, making it a perfect dark beer for food pairing.21 IBU	",4.7,3.48,15,25,17,58,4,54,67,8,0,7,60,3,141
Woodmaster,427,Brown Ale - English,11,Short's Brewing Company,"Notes:Woodmaster is a high gravity, American Brown Ale fermented with Northern Michigan maple syrup and toasted pecans. This dark brown, full bodied ale is rich with sweet malt and syrup flavors. These flavors are complemented by the presence of hop aromas and a faint nuttiness.24 IBU	",9.9,3.92,15,25,9,49,49,18,158,25,0,38,28,15,152
Bad Penny,428,Brown Ale - English,11,Big Boss Brewing,Notes:,5.2,3.61,15,25,13,54,9,24,48,12,0,11,21,2,103
Euforia,429,Brown Ale - English,11,DuClaw Brewing Company,"Notes:22 IBU	",5,3.58,15,25,11,48,8,29,65,5,0,5,29,8,147
Brown Ale,430,Brown Ale - English,11,Upslope Brewing Company - Lee Hill,"Notes:Our medium-bodied Brown Ale is brewed in the English tradition, with an infusion of American creativity. The rich, malty backbone balances an assertive hop character, and ends with a smooth, dry finish. Our Brown Ale boasts a dark brown body that supports a creamy tan head.	",6.7,3.94,15,25,17,83,13,64,90,9,0,6,54,11,154
Brunette Nut Brown Ale,431,Brown Ale - English,11,Nebraska Brewing Company Production Brewery & Tap Room,"Notes:Our version of the classic English-style Brown Ale has a blend of six different malts and a hop schedule that results in a low hop character. The unique malt character brings to mind the taste of a blend of various nuts.15 IBU	",4.8,3.54,15,25,13,55,2,25,64,13,1,21,28,2,117
Nut Brown Ale,432,Brown Ale - English,11,Santa Fe Brewing Company,"Notes:The Brown Ale style originated in the pubs of England, where beer drinkers desired a beer that was both flavorful and complex, but at the same time mild enough to be a session beer. The Santa Fe Brewing Company's interpretation of this style uses a combination of high mash temperature, hard water, and low-alpha acid hops to produce a product that is both true to the style and distinctly Santa Fe. Brewing jargon aside, Santa Fe Nut Brown Ale is an easy-drinking beer, mild, smooth, and always a favorite.	",5.2,3.47,15,25,23,49,10,35,54,4,1,4,45,2,127
Brown Ale,433,Brown Ale - English,11,Saint Arnold Brewing Company,Notes:,5.3,3.59,15,25,11,69,8,36,72,12,0,8,37,6,117
Truck Stop Honey Brown Ale,434,Brown Ale - English,11,Back Forty Beer Co.,"Notes:Hops: Magnum and WillametteMalts: Honey malt, Crystall malt and Chocolate maltHoney: Alabama Wildflower (Mobile, AL)	",6,3.51,15,25,9,30,4,15,97,8,0,6,30,2,135
Brown Eyed Squirrel,435,Brown Ale - English,11,RJ Rockers Brewing Company,"Notes:A traditional English-style brown ale, but with more body. Its deep brown color comes from a combination of Chocolate and Black malts. Tall, dark and smooth – the perfect cure for the domestic beer blahs.	",5.6,3.59,15,25,10,60,4,32,55,10,0,11,27,4,113
Buster Nut Brown Ale,436,Brown Ale - English,11,Ska Brewing Co.,"Notes:Malts: Victory & MunichHops: Northern Brewer, Cascade, & Willamette	",5.15,3.48,15,25,10,62,11,41,74,9,0,12,39,2,142
Bed of Nails,437,Brown Ale - English,11,Hi-Wire Brewing,"Notes:Bed of Nails is crafted as an American ode to a traditional English brown. A light hop addition balances the natural sweetness present in the specialty malt. This beer’s delicate body and dry finish allow flavors of toffee and dark fruit to shine through.	",6.1,3.73,15,25,11,45,13,45,70,16,0,22,40,3,104
Pullman Nut Brown,438,Brown Ale - English,11,Flossmoor Station Restaurant & Brewery,"Notes:A traditional english brown ale, very nutty aroma towards hazel and Brazil nuts, deep brown in color and very well rounded body	",6,4.01,15,25,8,96,11,67,92,10,2,13,28,4,177
Nut Brown Ale,439,Brown Ale - English,11,Arcadia Brewing Company,"Notes:This English-style brown ale has an alluring mahogany color capped by a rich foam head. It is brewed with six different varieties of premium malted barley, creating a robust body and delicious flavor profile featuring hints of chocolate, raisins, dates and almonds. It's ripe fruit notes and malty, sweet finish are counterbalanced by a subtle hop bitterness and aroma.26 IBU	",6,3.48,15,25,8,54,16,42,73,26,0,19,52,7,131
Get Up Offa That Brown,440,Brown Ale - English,11,Golden Road Brewing,Notes:,5.5,3.72,15,25,6,70,8,38,68,11,0,8,42,7,155
Thunder Hole Ale,441,Brown Ale - English,11,Atlantic Brewing Company,"Notes:Delicious. Full-bodied. Complex. Sure, you can say all those things. Wouldn't it be a lot more fun to take a sip of this handcrafted brown ale and come up with your own superlatives? This is the brown ale that beat Newcastle, Sam Adams and more, at the World Beer Championships in Chicago.	",4.8,3.73,15,25,11,61,8,49,44,10,0,10,51,2,117
Heritage Coffee Brown Ale,442,Brown Ale - English,11,Alaskan Brewing Co.,"Notes:English malted oats, English chocolate malt and pale malt roasted with coffee beans at Heritage coffee company; Cascade and Calypso hops, and additions of hand-picked Brazilian coffee.19 IBU	",7,3.9,15,25,17,60,13,111,49,11,0,6,31,1,167
Nut Brown Ale,443,Brown Ale - English,11,Blackstone Brewing Company,"Notes:OG: 1.052IBU: 23Color: 22LHops: WillametteYeast: Ballantine Ale (1056)	",5.6,3.65,15,25,7,37,7,33,37,1,0,3,28,5,100
Traditional Ale,444,Brown Ale - English,11,Big Rock Brewery,"Notes:This medium bodied Brown Ale fills your mouth with a fusion of toasty malt and sweet caramel up front finishing with a nutty flavour, medium creamy carbonation and mild hop bitterness.	",5,3.41,15,25,7,43,5,22,65,11,0,7,26,3,96
Ring Neck Braun Ale,445,Brown Ale - English,11,Brau Brothers Brewing Co. LLC,Notes:,6.8,3.81,15,25,13,100,9,28,98,17,0,27,25,5,133
